tag,depth_index,depth,sample_r,sample_q,forward_h_gram,adjoint_q_gram,backprop_beta_gram
iid_generic,31,0.775,0,2,-0.30147220834741095,1.9769994275286369,1.3375410685446045
iid_generic,31,0.775,1,0,0.05980329777420997,2.0012265280647257,1.6351508180473038
iid_generic,31,0.775,1,1,0.1451879592549823,2.0409308118482286,1.8311361882467223
iid_generic,31,0.775,1,2,-0.08238925365666643,2.0154254409500405,1.4788664591898657
iid_generic,31,0.775,2,0,-0.30147220834741095,1.9769994275286369,1.3375410685446045
iid_generic,31,0.775,2,1,-0.08238925365666643,2.0154254409500405,1.4788664591898657
iid_generic,31,0.775,2,2,0.33863314657396454,1.9911444792754238,1.2577805300632579
iid_generic,32,0.8,0,0,0.43936867316967865,1.9505269136996424,0.9034011872380181
iid_generic,32,0.8,0,1,0.06038184342244407,1.9847319371488428,1.1403027864203865
iid_generic,32,0.8,0,2,-0.3052532211790058,1.9620563477263244,0.952995637735254
iid_generic,32,0.8,1,0,0.06038184342244407,1.9847319371488428,1.1403027864203865
iid_generic,32,0.8,1,1,0.14586413152488614,2.020825514514651,1.5116535943018368
iid_generic,32,0.8,1,2,-0.08316397614011317,1.9969860551800724,1.2026901132547876
iid_generic,32,0.8,2,0,-0.3052532211790058,1.9620563477263244,0.952995637735254
iid_generic,32,0.8,2,1,-0.08316397614011317,1.9969860551800724,1.2026901132547876
iid_generic,32,0.8,2,2,0.33904015918121905,1.9741996896486376,1.099000011318213
iid_generic,33,0.825,0,0,0.44172337682728463,1.940969161775694,1.3027986262455686
iid_generic,33,0.825,0,1,0.06021901955468706,1.9764345771533909,1.4808678188750777
iid_generic,33,0.825,0,2,-0.3067044196381766,1.9510573771833466,1.3041758589623693
iid_generic,33,0.825,1,0,0.06021901955468706,1.9764345771533909,1.4808678188750777
iid_generic,33,0.825,1,1,0.14537474919499913,2.0138157808804085,1.771224922728526
iid_generic,33,0.825,1,2,-0.08304511705955854,1.9872363278533884,1.5252264030233136
iid_generic,33,0.825,2,0,-0.3067044196381766,1.9510573771833466,1.3041758589623693
iid_generic,33,0.825,2,1,-0.08304511705955854,1.9872363278533884,1.5252264030233136
iid_generic,33,0.825,2,2,0.34078531357455843,1.961717220627171,1.3459577685312965
iid_generic,34,0.85,0,0,0.4429625614515633,1.9361741477554417,1.2846259870069225
iid_generic,34,0.85,0,1,0.060744560645942657,1.9667140091850592,1.3015288316677776
iid_generic,34,0.85,0,2,-0.30652349512398613,1.9431626870390808,1.4085239237872413
iid_generic,34,0.85,1,0,0.060744560645942657,1.9667140091850592,1.3015288316677776
iid_generic,34,0.85,1,1,0.14395400081576226,1.998918393991351,1.4648738178589185
iid_generic,34,0.85,1,2,-0.0817783641934376,1.9742819335830895,1.5051424549328702
iid_generic,34,0.85,2,0,-0.30652349512398613,1.9431626870390808,1.4085239237872413
iid_generic,34,0.85,2,1,-0.0817783641934376,1.9742819335830895,1.5051424549328702
iid_generic,34,0.85,2,2,0.33856104342182797,1.9506500413105885,1.6432694407039488
iid_generic,35,0.875,0,0,0.44809880363957827,1.9326794853984424,0.9021992970770535
iid_generic,35,0.875,0,1,0.06063202236329394,1.960962802377784,1.1775042382476235
iid_generic,35,0.875,0,2,-0.3126712500227669,1.9406494083193113,0.9120487338828313
iid_generic,35,0.875,1,0,0.06063202236329394,1.960962802377784,1.1775042382476235
iid_generic,35,0.875,1,1,0.14401147983439694,1.9906851390394937,1.691463997747842
